Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Argentina,Superliga,2019/2020,28/02/2020,22:00,Racing Club,Newells Old Boys,1,1,D,2.42,2.94,3.49,2.43,3.26,3.5,2.34,2.96,3.31
Argentina,Superliga,2019/2020,29/02/2020,00:10,Colon Santa FE,Boca Juniors,0,4,A,7.13,3.97,1.54,7.75,3.97,1.65,6.79,3.71,1.54
Argentina,Superliga,2019/2020,29/02/2020,20:30,Gimnasia L.P.,Atl. Tucuman,1,0,H,1.81,3.54,4.86,2,3.54,5.5,1.83,3.36,4.55
Argentina,Superliga,2019/2020,29/02/2020,22:40,River Plate,Defensa y Justicia,1,1,D,1.36,5.12,9,1.52,5.2,9.8,1.37,4.67,8.2
Argentina,Superliga,2019/2020,01/03/2020,00:50,Central Cordoba,Banfield,1,1,D,2.54,2.89,3.34,2.56,3.13,3.37,2.48,2.87,3.18
Argentina,Superliga,2019/2020,01/03/2020,00:50,Godoy Cruz,Union de Santa Fe,1,3,A,3.16,3.04,2.53,3.37,3.25,2.58,3.09,3.02,2.43
Argentina,Superliga,2019/2020,01/03/2020,20:35,Aldosivi,San Lorenzo,1,3,A,2.87,2.79,3.01,2.87,3.15,3.05,2.76,2.82,2.87
Argentina,Superliga,2019/2020,01/03/2020,22:40,Lanus,Estudiantes L.P.,1,1,D,2.21,3.09,3.79,2.21,3.26,4.02,2.14,3.04,3.73
Argentina,Superliga,2019/2020,01/03/2020,22:45,Rosario Central,Arsenal Sarandi,3,1,H,1.95,3.49,4.19,2.01,3.55,4.56,1.93,3.38,3.97
Argentina,Superliga,2019/2020,02/03/2020,00:50,Velez Sarsfield,Argentinos Jrs,2,0,H,1.94,3.19,4.78,1.96,3.49,5.3,1.88,3.17,4.59
Argentina,Superliga,2019/2020,02/03/2020,22:00,Patronato,Talleres Cordoba,3,2,H,2.99,3.17,2.56,3.06,3.27,2.7,2.9,3.1,2.5
Argentina,Superliga,2019/2020,03/03/2020,00:10,Huracan,Independiente,1,0,H,4.05,3,2.18,4.05,3.29,2.27,3.75,2.99,2.16
Argentina,Superliga,2019/2020,04/03/2020,22:00,Velez Sarsfield,Godoy Cruz,0,1,A,1.29,5.51,11.24,1.35,5.51,13,1.29,5.19,10.34
Argentina,Superliga,2019/2020,06/03/2020,22:00,Arsenal Sarandi,Aldosivi,4,0,H,2.02,3.51,3.87,2.07,3.69,4.2,1.96,3.4,3.86
Argentina,Superliga,2019/2020,07/03/2020,00:10,Argentinos Jrs,Rosario Central,2,1,H,2.46,2.96,3.39,2.5,3.15,3.47,2.39,2.94,3.24
Argentina,Superliga,2019/2020,07/03/2020,21:00,Banfield,Huracan,0,3,A,2.05,3.12,4.35,2.1,3.38,5,1.99,3.08,4.2
Argentina,Superliga,2019/2020,07/03/2020,21:00,Defensa y Justicia,Patronato,2,0,H,1.81,3.63,4.74,1.88,3.71,5.42,1.77,3.49,4.62
Argentina,Superliga,2019/2020,08/03/2020,00:00,Atl. Tucuman,River Plate,1,1,D,7.48,5.11,1.4,7.75,5.11,1.49,7.18,4.7,1.4
Argentina,Superliga,2019/2020,08/03/2020,00:00,Boca Juniors,Gimnasia L.P.,1,0,H,1.51,4.21,6.97,1.57,4.25,8,1.51,4.02,6.49
Argentina,Superliga,2019/2020,08/03/2020,20:35,San Lorenzo,Lanus,4,3,H,3.04,3.13,2.55,3.26,3.28,2.7,2.91,3.07,2.51
Argentina,Superliga,2019/2020,08/03/2020,22:40,Independiente,Central Cordoba,3,0,H,1.75,3.6,5.26,1.76,3.81,5.66,1.71,3.55,4.98
Argentina,Superliga,2019/2020,09/03/2020,00:45,Newells Old Boys,Godoy Cruz,0,2,A,1.38,4.6,9.78,1.48,4.78,9.78,1.39,4.48,8.11
Argentina,Superliga,2019/2020,09/03/2020,00:50,Talleres Cordoba,Colon Santa FE,2,0,H,1.58,3.83,6.68,1.62,3.94,7.4,1.58,3.64,6.32
Argentina,Superliga,2019/2020,09/03/2020,22:00,Union de Santa Fe,Velez Sarsfield,0,3,A,3.38,2.8,2.59,3.4,3.02,2.62,3.23,2.8,2.5
Argentina,Superliga,2019/2020,10/03/2020,00:10,Estudiantes L.P.,Racing Club,1,2,A,2.48,3.01,3.28,2.52,3.18,3.42,2.4,2.93,3.24
